W E1 E2
4365.02 3.09825 0.0150099
4371.05 3.09859 0.0147973
4377.08 3.09891 0.0146968
4383.11 3.0991 0.014556
4389.14 3.09937 0.0142838
4395.17 3.09979 0.0141089
4401.2 3.10007 0.0140561
4407.22 3.10024 0.0138835
4413.25 3.10051 0.0136464
4419.28 3.10083 0.0134749
4425.31 3.10112 0.0133149
4431.34 3.1014 0.0131628
4437.37 3.10166 0.0130041
4443.4 3.10192 0.0128281
4449.43 3.10218 0.0126301
4455.46 3.10248 0.0124084
4461.49 3.10283 0.0122482
4467.51 3.10315 0.0121157
4473.54 3.10344 0.0120104
4479.57 3.10368 0.0118996
4485.6 3.10392 0.0117159
4491.63 3.1042 0.0115363
4497.66 3.10449 0.0113658
4503.69 3.10479 0.0112025
4509.72 3.1051 0.0110457
4515.75 3.10542 0.0109428
4521.77 3.10567 0.0108601
4527.8 3.1059 0.0107011
4533.83 3.10615 0.0105325
4539.86 3.10644 0.0103378
4545.89 3.10683 0.0102067
4551.92 3.10711 0.0101931
4557.95 3.10726 0.0100843
4563.98 3.10749 0.00990037
4570.01 3.10777 0.00973607
4576.03 3.10807 0.00957776
4582.06 3.10835 0.00951528
4588.09 3.1085 0.00942368
4594.12 3.10872 0.0091901
4600.15 3.10902 0.00898196
4606.18 3.10932 0.00881363
4612.21 3.10964 0.00868024
4618.24 3.10993 0.00857038
4624.27 3.1102 0.00845194
4630.29 3.11047 0.00833139
4636.32 3.11074 0.00820713
4642.35 3.11102 0.0080836
4648.38 3.11129 0.00796261
4654.41 3.11158 0.0078596
4660.44 3.11184 0.00778055
4666.47 3.11205 0.0076572
4672.5 3.11233 0.00750853
4678.53 3.11262 0.00744358
4684.55 3.1128 0.00738672
4690.58 3.113 0.00719451
4696.61 3.1133 0.00702707
4702.64 3.11357 0.00693029
4708.67 3.11378 0.00678762
4714.7 3.11406 0.00659261
4720.73 3.11442 0.00649649
4726.76 3.11469 0.006448
4732.79 3.11492 0.00632525
4738.81 3.11521 0.00619668
4744.84 3.1155 0.00610878
4750.87 3.11581 0.00604392
4756.9 3.11607 0.00603328
4762.93 3.11625 0.00599044
4768.96 3.11643 0.00591616
4774.99 3.11658 0.00575992
4781.02 3.11682 0.0055708
4787.05 3.11711 0.00539505
4793.07 3.11751 0.00525221
4799.1 3.11782 0.00532367
4805.13 3.11793 0.00531797
4811.16 3.11813 0.00516038
4817.19 3.1184 0.00503575
4823.22 3.11867 0.00493867
4829.25 3.11895 0.00491691
4835.28 3.1191 0.00491995
4841.31 3.11924 0.00473616
4847.33 3.11952 0.00456357
4853.36 3.11979 0.00448502
4859.39 3.12005 0.0044099
4865.42 3.12028 0.00434048
4871.45 3.12049 0.00424168
4877.48 3.12076 0.00412189
4883.51 3.12106 0.00410927
4889.54 3.12123 0.00412499
4895.57 3.12138 0.00400424
4901.59 3.12157 0.00387927
4907.62 3.12181 0.00373881
4913.65 3.12212 0.00365621
4919.68 3.12233 0.00365546
4925.71 3.12245 0.00353963
4931.74 3.12271 0.00335383
4937.77 3.12304 0.00331581
4943.8 3.12325 0.00330593
4949.83 3.12345 0.00323876
4955.85 3.12364 0.00316381
4961.88 3.12385 0.00306487
4967.91 3.12408 0.00296842
4973.94 3.12432 0.00287498
4979.97 3.12461 0.00284809
4986 3.12481 0.00285541
4992.03 3.12497 0.00281814
4998.06 3.1251 0.0027669
5004.09 3.12525 0.00262781
5010.11 3.12545 0.00248358
5016.14 3.12571 0.00232635
5022.17 3.12608 0.00228527
5028.2 3.12629 0.00236439
5034.23 3.12638 0.00229935
5040.26 3.12658 0.00217229
5046.29 3.12682 0.0021352
5052.32 3.12699 0.00209933
5058.35 3.12718 0.00200162
5064.37 3.12743 0.00193638
5070.4 3.12762 0.00193939
5076.43 3.12774 0.00187785
5082.46 3.12792 0.00175909
5088.49 3.12816 0.00170208
5094.52 3.12835 0.00166702
5100.55 3.12851 0.00161927
5106.58 3.12865 0.00155686
5112.61 3.12883 0.00141745
5118.64 3.12912 0.00133959
5124.66 3.12932 0.00137066
5130.69 3.12942 0.00133619
5136.72 3.12957 0.00125205
5142.75 3.12973 0.00112533
5148.78 3.13 0.000986371
5154.81 3.13026 0.0010933
5160.84 3.13023 0.00113587
